,Ma_Tinh,Ten_Huyen,So_Diem_Chay,Nam
1586,31,Tiên Lãng,1,2017
1587,31,Q. Lê Chân,2,2017
1588,31,Cát Hải,2,2017
1589,31,Q. Hồng Bàng,9,2017
1590,31,Q. Kiến An,3,2017
1591,31,Thủy Nguyên,68,2017
1592,31,Kiến Thụy,4,2017
1593,31,An Lão,3,2017
1594,31,Vĩnh Bảo,7,2017
1595,31,An Dương,7,2017
1596,31,Q. Hải An,3,2017
1597,31,Q. Đồ Sơn,1,2017
1598,31,Q. Dương Kinh,37,2018
1599,31,Tiên Lãng,2,2018
1600,31,Cát Hải,6,2018
1601,31,Q. Hồng Bàng,1,2018
1602,31,Q. Kiến An,1,2018
1603,31,Q. Ngô Quyền,2,2018
1604,31,Thủy Nguyên,298,2018
1605,31,Kiến Thụy,28,2018
1606,31,An Lão,2,2018
1607,31,Vĩnh Bảo,7,2018
1608,31,An Dương,15,2018
1609,31,Q. Hải An,4,2018
1610,31,Q. Đồ Sơn,2,2018
1611,31,Q. Dương Kinh,4,2019
1612,31,Tiên Lãng,1,2019
1613,31,Q. Lê Chân,1,2019
1614,31,Cát Hải,2,2019
1615,31,Q. Hồng Bàng,1,2019
1616,31,Q. Kiến An,11,2019
1617,31,Q. Ngô Quyền,1,2019
1618,31,Thủy Nguyên,151,2019
1619,31,Kiến Thụy,1,2019
1620,31,An Lão,3,2019
1621,31,Vĩnh Bảo,4,2019
1622,31,An Dương,5,2019
1623,31,Q. Hải An,1,2019
1624,31,Q. Đồ Sơn,1,2019
1625,31,Thủy Nguyên,5,2020
1626,31,An Dương,1,2020
1627,33,Kim Động,1,2011
1628,33,Mỹ Hào,11,2011
1629,33,Yên Mỹ,9,2011
1630,33,Văn Giang,2,2011
1631,33,Văn Lâm,17,2011
1632,33,Khoái Châu,1,2011
1633,33,Kim Động,1,2012
1634,33,Mỹ Hào,11,2012
1635,33,Yên Mỹ,9,2012
1636,33,Văn Giang,2,2012
1637,33,Văn Lâm,17,2012
1638,33,Khoái Châu,1,2012
1639,33,Kim Động,1,2013
1640,33,Mỹ Hào,11,2013
1641,33,Yên Mỹ,9,2013
1642,33,Văn Giang,2,2013
1643,33,Văn Lâm,17,2013
1644,33,Khoái Châu,1,2013
1645,33,Kim Động,1,2014
1646,33,Mỹ Hào,11,2014
1647,33,Yên Mỹ,9,2014
1648,33,Văn Giang,2,2014
1649,33,Văn Lâm,17,2014
1650,33,Khoái Châu,1,2014
1651,33,Kim Động,1,2015
1652,33,Mỹ Hào,11,2015
1653,33,Yên Mỹ,9,2015
1654,33,Văn Giang,2,2015
1655,33,Văn Lâm,17,2015
1656,33,Khoái Châu,1,2015
1657,33,Kim Động,1,2016
1658,33,Mỹ Hào,11,2016
1659,33,Yên Mỹ,9,2016
1660,33,Văn Giang,2,2016
1661,33,Văn Lâm,17,2016
1662,33,Khoái Châu,1,2016
1663,33,Kim Động,1,2017
1664,33,Mỹ Hào,11,2017
1665,33,Yên Mỹ,9,2017
1666,33,Văn Giang,2,2017
1667,33,Văn Lâm,17,2017
1668,33,Khoái Châu,1,2017
1669,33,Phù Cừ,3,2018
1670,33,Mỹ Hào,9,2018
1671,33,Yên Mỹ,48,2018
1672,33,Văn Giang,12,2018
1673,33,Ân Thi,37,2018
1674,33,Văn Lâm,37,2018
1675,33,Khoái Châu,23,2018
1676,33,Phù Cừ,3,2019
1677,33,Mỹ Hào,4,2019
1678,33,Kim Động,1,2019
1679,33,Yên Mỹ,5,2019
1680,33,Văn Giang,3,2019
1681,33,Ân Thi,2,2019
1682,33,Văn Lâm,12,2019
1683,33,Khoái Châu,4,2019
1684,33,Mỹ Hào,3,2020
1685,33,Yên Mỹ,3,2020
1686,33,Văn Giang,2,2020
1687,33,Văn Lâm,5,2020
1688,33,Khoái Châu,1,2020
1689,34,Kiến Xương,1,2011
1690,34,Quỳnh Phụ,13,2011
1691,34,Thái Thụy,4,2011
1692,34,Tiền Hải,20,2011
1693,34,Vũ Thư,3,2011
1694,34,Thái Bình,12,2011
1695,34,Kiến Xương,1,2012
1696,34,Quỳnh Phụ,13,2012
1697,34,Thái Thụy,4,2012
1698,34,Tiền Hải,20,2012
1699,34,Vũ Thư,3,2012
1700,34,Thái Bình,12,2012
1701,34,Kiến Xương,1,2013
1702,34,Quỳnh Phụ,13,2013
1703,34,Thái Thụy,4,2013
1704,34,Tiền Hải,20,2013
1705,34,Vũ Thư,3,2013
1706,34,Thái Bình,12,2013
1707,34,Kiến Xương,1,2014
1708,34,Quỳnh Phụ,13,2014
1709,34,Thái Thụy,4,2014
1710,34,Tiền Hải,20,2014
1711,34,Vũ Thư,3,2014
1712,34,Thái Bình,12,2014
1713,34,Kiến Xương,1,2015
1714,34,Quỳnh Phụ,13,2015
1715,34,Thái Thụy,4,2015
1716,34,Tiền Hải,20,2015
1717,34,Vũ Thư,3,2015
1718,34,Thái Bình,12,2015
1719,34,Kiến Xương,1,2016
1720,34,Quỳnh Phụ,13,2016
1721,34,Thái Thụy,4,2016
1722,34,Tiền Hải,20,2016
1723,34,Vũ Thư,3,2016
1724,34,Thái Bình,12,2016
1725,34,Kiến Xương,1,2017
1726,34,Quỳnh Phụ,13,2017
1727,34,Thái Thụy,4,2017
1728,34,Tiền Hải,20,2017
1729,34,Vũ Thư,3,2017
1730,34,Thái Bình,12,2017
1731,34,Đông Hưng,8,2018
1732,34,Kiến Xương,18,2018
1733,34,Hưng Hà,7,2018
1734,34,Quỳnh Phụ,16,2018
1735,34,Thái Thụy,14,2018
1736,34,Tiền Hải,17,2018
1737,34,Vũ Thư,3,2018
1738,34,Thái Bình,63,2018
1739,34,Đông Hưng,3,2019
1740,34,Kiến Xương,7,2019
1741,34,Hưng Hà,8,2019
1742,34,Quỳnh Phụ,10,2019
1743,34,Thái Thụy,14,2019
1744,34,Tiền Hải,12,2019
1745,34,Vũ Thư,3,2019
1746,34,Thái Bình,2,2019
1747,34,Quỳnh Phụ,1,2020
1748,34,Thái Bình,2,2020
1749,35,Kim Bảng,38,2011
1750,35,Thanh Liêm,58,2011
1751,35,Duy Tiên,11,2011
1752,35,Phủ Lý,4,2011
1753,35,Lý Nhân,2,2011
1754,35,Kim Bảng,38,2012
1755,35,Thanh Liêm,58,2012
1756,35,Duy Tiên,11,2012
1757,35,Phủ Lý,4,2012
1758,35,Lý Nhân,2,2012
1759,35,Kim Bảng,38,2013
1760,35,Thanh Liêm,58,2013
1761,35,Duy Tiên,11,2013
1762,35,Phủ Lý,4,2013
1763,35,Lý Nhân,2,2013
1764,35,Kim Bảng,38,2014
1765,35,Thanh Liêm,58,2014
1766,35,Duy Tiên,11,2014
1767,35,Phủ Lý,4,2014
1768,35,Lý Nhân,2,2014
1769,35,Kim Bảng,38,2015
1770,35,Thanh Liêm,58,2015
1771,35,Duy Tiên,11,2015
1772,35,Phủ Lý,4,2015
1773,35,Lý Nhân,2,2015
1774,35,Kim Bảng,38,2016
1775,35,Thanh Liêm,58,2016
1776,35,Duy Tiên,11,2016
1777,35,Phủ Lý,4,2016
1778,35,Lý Nhân,2,2016
1779,35,Kim Bảng,38,2017
1780,35,Thanh Liêm,58,2017
1781,35,Duy Tiên,11,2017
1782,35,Phủ Lý,4,2017
1783,35,Lý Nhân,2,2017
1784,35,Kim Bảng,107,2018
1785,35,Bình Lục,9,2018
1786,35,Thanh Liêm,215,2018
1787,35,Duy Tiên,31,2018
1788,35,Phủ Lý,40,2018
1789,35,Lý Nhân,20,2018
1790,35,Kim Bảng,92,2019
1791,35,Bình Lục,4,2019
1792,35,Thanh Liêm,132,2019
1793,35,Duy Tiên,24,2019
1794,35,Phủ Lý,15,2019
1795,35,Lý Nhân,3,2019
1796,35,Kim Bảng,11,2020
1797,35,Bình Lục,4,2020
1798,35,Thanh Liêm,36,2020
1799,35,Duy Tiên,6,2020
1800,35,Phủ Lý,1,2020
1801,36,Ý Yên,11,2011
1802,36,Vụ Bản,12,2011
1803,36,Nam Định,6,2011
1804,36,Vườn Quốc Gia Xuân Thu,1,2011
1805,36,Nghĩa Hưng,1,2011
1806,36,Xuân Trường,1,2011
1807,36,Hải Hậu,4,2011
1808,36,Trực Ninh,3,2011
1809,36,Giao Thủy,5,2011
1810,36,Ý Yên,11,2012
1811,36,Vụ Bản,12,2012
1812,36,Nam Định,6,2012
1813,36,Vườn Quốc Gia Xuân Thu,1,2012
1814,36,Nghĩa Hưng,1,2012
1815,36,Xuân Trường,1,2012
1816,36,Hải Hậu,4,2012
1817,36,Trực Ninh,3,2012
1818,36,Giao Thủy,5,2012
1819,36,Ý Yên,11,2013
1820,36,Vụ Bản,12,2013
1821,36,Nam Định,6,2013
1822,36,Vườn Quốc Gia Xuân Thu,1,2013
1823,36,Nghĩa Hưng,1,2013
1824,36,Xuân Trường,1,2013
1825,36,Hải Hậu,4,2013
1826,36,Trực Ninh,3,2013
1827,36,Giao Thủy,5,2013
1828,36,Ý Yên,11,2014
1829,36,Vụ Bản,12,2014
1830,36,Nam Định,6,2014
1831,36,Vườn Quốc Gia Xuân Thu,1,2014
1832,36,Nghĩa Hưng,1,2014
1833,36,Xuân Trường,1,2014
1834,36,Hải Hậu,4,2014
1835,36,Trực Ninh,3,2014
1836,36,Giao Thủy,5,2014
1837,36,Ý Yên,11,2015
1838,36,Vụ Bản,12,2015
1839,36,Nam Định,6,2015
1840,36,Vườn Quốc Gia Xuân Thu,1,2015
1841,36,Nghĩa Hưng,1,2015
1842,36,Xuân Trường,1,2015
1843,36,Hải Hậu,4,2015
1844,36,Trực Ninh,3,2015
1845,36,Giao Thủy,5,2015
1846,36,Ý Yên,11,2016
1847,36,Vụ Bản,12,2016
1848,36,Nam Định,6,2016
1849,36,Vườn Quốc Gia Xuân Thu,1,2016
1850,36,Nghĩa Hưng,1,2016
1851,36,Xuân Trường,1,2016
1852,36,Hải Hậu,4,2016
1853,36,Trực Ninh,3,2016
1854,36,Giao Thủy,5,2016
1855,36,Ý Yên,11,2017
1856,36,Vụ Bản,12,2017
1857,36,Nam Định,6,2017
1858,36,Vườn Quốc Gia Xuân Thu,1,2017
1859,36,Nghĩa Hưng,1,2017
1860,36,Xuân Trường,1,2017
1861,36,Hải Hậu,4,2017
1862,36,Trực Ninh,3,2017
1863,36,Giao Thủy,5,2017
1864,36,Ý Yên,19,2018
1865,36,Vụ Bản,50,2018
1866,36,Nam Định,52,2018
1867,36,Vườn Quốc Gia Xuân Thu,10,2018
1868,36,Nghĩa Hưng,10,2018
1869,36,Xuân Trường,7,2018
1870,36,Hải Hậu,25,2018
1871,36,Mỹ Lộc,5,2018
1872,36,Trực Ninh,32,2018
1873,36,Nam Trực,5,2018
1874,36,Giao Thủy,5,2018
1875,36,Ý Yên,15,2019
1876,36,Vụ Bản,12,2019
1877,36,Nam Định,13,2019
1878,36,Vườn Quốc Gia Xuân Thu,6,2019
1879,36,Nghĩa Hưng,6,2019
1880,36,Xuân Trường,4,2019
1881,36,Hải Hậu,6,2019
1882,36,Mỹ Lộc,3,2019
1883,36,Trực Ninh,8,2019
1884,36,Nam Trực,4,2019
1885,36,Giao Thủy,7,2019
1886,36,Vụ Bản,11,2020
1887,36,Nam Định,3,2020
1888,36,Vườn Quốc Gia Xuân Thu,1,2020
1889,36,Nghĩa Hưng,1,2020
1890,36,Xuân Trường,1,2020
1891,36,Hải Hậu,2,2020
1892,36,Trực Ninh,2,2020
1893,37,Nho Quan,1,2011
1894,37,TX. Tam Điệp,1,2011
1895,37,Nho Quan,1,2012
1896,37,TX. Tam Điệp,1,2012
1897,37,Nho Quan,1,2013
1898,37,TX. Tam Điệp,1,2013
1899,37,Nho Quan,6,2014
1900,37,TX. Tam Điệp,1,2014
1901,37,Hoa Lư,2,2014
1902,37,Nho Quan,6,2015
1903,37,TX. Tam Điệp,1,2015
1904,37,Hoa Lư,2,2015
1905,37,Nho Quan,6,2016
1906,37,TX. Tam Điệp,1,2016
1907,37,Hoa Lư,2,2016
1908,37,Yên Mô,1,2017
1909,37,Nho Quan,14,2017
1910,37,Yên Khánh,7,2017
1911,37,Ninh Bình,1,2017
1912,37,Khu dự trữ sinh quyển,3,2017
1913,37,Kim Sơn,3,2017
1914,37,Khu dự trữ sinh quyển,3,2017
1915,37,Gia Viễn,40,2017
1916,37,TX. Tam Điệp,22,2017
1917,37,Hoa Lư,37,2017
1918,37,Yên Mô,6,2018
1919,37,Nho Quan,47,2018
1920,37,Yên Khánh,17,2018
1921,37,Ninh Bình,1,2018
1922,37,Khu dự trữ sinh quyển,8,2018
1923,37,Kim Sơn,8,2018
1924,37,Khu dự trữ sinh quyển,8,2018
1925,37,Gia Viễn,103,2018
1926,37,TX. Tam Điệp,70,2018
1927,37,Hoa Lư,44,2018
1928,37,Yên Mô,6,2019
1929,37,Nho Quan,46,2019
1930,37,Yên Khánh,12,2019
1931,37,Ninh Bình,1,2019
1932,37,Khu dự trữ sinh quyển,4,2019
1933,37,Kim Sơn,4,2019
1934,37,Khu dự trữ sinh quyển,4,2019
1935,37,Gia Viễn,140,2019
1936,37,TX. Tam Điệp,47,2019
1937,37,Hoa Lư,45,2019
1938,37,Yên Mô,1,2020
1939,37,Nho Quan,3,2020
1940,37,Yên Khánh,2,2020
1941,37,Ninh Bình,3,2020
1942,37,Gia Viễn,16,2020
1943,37,TX. Tam Điệp,6,2020
1944,37,Hoa Lư,2,2020
1945,38,Bá Thước,1,2011
1946,38,Hà Trung,1,2011
1947,38,Lang Chánh,18,2011
1948,38,Thạch Thành,4,2011
1949,38,Như Xuân,10,2011
1950,38,Quan Sơn,36,2011
1951,38,Quan Hóa,37,2011
1952,38,Tĩnh Gia,1,2011
1953,38,Thường Xuân,14,2011
1954,38,Như Thanh,5,2011
1955,38,Mường Lát,75,2011
1956,38,Hoằng Hóa,1,2011
1957,38,Lang Chánh,5,2012
1958,38,Thạch Thành,1,2012
1959,38,Như Xuân,9,2012
1960,38,Quan Sơn,24,2012
1961,38,Quan Hóa,40,2012
1962,38,Tĩnh Gia,3,2012
1963,38,Thường Xuân,5,2012
1964,38,Như Thanh,2,2012
1965,38,Mường Lát,122,2012
1966,38,Bá Thước,2,2013
1967,38,Lang Chánh,4,2013
1968,38,Thạch Thành,4,2013
1969,38,Cẩm Thủy,3,2013
1970,38,Như Xuân,25,2013
1971,38,Quan Sơn,10,2013
1972,38,Quan Hóa,42,2013
1973,38,Tĩnh Gia,4,2013
1974,38,Thường Xuân,17,2013
1975,38,Như Thanh,19,2013
1976,38,Mường Lát,80,2013
1977,38,Ngọc Lặc,3,2013
1978,38,Lang Chánh,11,2014
1979,38,Thạch Thành,2,2014
1980,38,Cẩm Thủy,4,2014
1981,38,Như Xuân,14,2014
1982,38,Quan Sơn,14,2014
1983,38,Quan Hóa,51,2014
1984,38,Tĩnh Gia,9,2014
1985,38,Nông Cống,3,2014
1986,38,Thường Xuân,15,2014
1987,38,Như Thanh,20,2014
1988,38,Vĩnh Lộc,1,2014
1989,38,Mường Lát,83,2014
1990,38,Ngọc Lặc,4,2014
1991,38,Bá Thước,4,2015
1992,38,Lang Chánh,18,2015
1993,38,Thạch Thành,5,2015
1994,38,Như Xuân,17,2015
1995,38,Quan Sơn,25,2015
1996,38,Quan Hóa,21,2015
1997,38,Tĩnh Gia,7,2015
1998,38,Nông Cống,3,2015
1999,38,Thường Xuân,37,2015
2000,38,Như Thanh,15,2015
2001,38,Vĩnh Lộc,1,2015
2002,38,Mường Lát,95,2015
2003,38,Ngọc Lặc,2,2015
2004,38,Hậu Lộc,1,2015
2005,38,Bá Thước,1,2016
2006,38,Lang Chánh,13,2016
2007,38,Thạch Thành,3,2016
2008,38,Cẩm Thủy,5,2016
2009,38,Như Xuân,14,2016
2010,38,Quan Sơn,14,2016
2011,38,Quan Hóa,5,2016
2012,38,Tĩnh Gia,9,2016
2013,38,Nông Cống,1,2016
2014,38,Thường Xuân,6,2016
2015,38,Như Thanh,12,2016
2016,38,Mường Lát,38,2016
2017,38,Bá Thước,10,2017
2018,38,Hà Trung,11,2017
2019,38,Lang Chánh,163,2017
2020,38,TX. Bỉm Sơn,65,2017
2021,38,Thạch Thành,22,2017
2022,38,Triệu Sơn,5,2017
2023,38,Cẩm Thủy,18,2017
2024,38,Như Xuân,65,2017
2025,38,Quan Sơn,26,2017
2026,38,Quan Hóa,61,2017
2027,38,TX. Sầm Sơn,1,2017
2028,38,Tĩnh Gia,187,2017
2029,38,Nga Sơn,6,2017
2030,38,Nông Cống,15,2017
2031,38,Thường Xuân,168,2017
2032,38,Như Thanh,101,2017
2033,38,Vĩnh Lộc,1,2017
2034,38,Mường Lát,573,2017
2035,38,Yên Định,3,2017
2036,38,Thiệu Hóa,3,2017
2037,38,Quảng Xương,4,2017
2038,38,Hoằng Hóa,1,2017
2039,38,Ngọc Lặc,26,2017
2040,38,Thọ Xuân,3,2017
2041,38,Hậu Lộc,2,2017
2042,38,Thanh Hóa,5,2017
2043,38,Bá Thước,55,2018
2044,38,Hà Trung,36,2018
2045,38,Lang Chánh,176,2018
2046,38,TX. Bỉm Sơn,220,2018
2047,38,Thạch Thành,122,2018
2048,38,Triệu Sơn,28,2018
2049,38,Cẩm Thủy,73,2018
2050,38,Như Xuân,269,2018
2051,38,Quan Sơn,170,2018
2052,38,Quan Hóa,363,2018
2053,38,TX. Sầm Sơn,4,2018
2054,38,Tĩnh Gia,907,2018
2055,38,Nga Sơn,9,2018
2056,38,Nông Cống,36,2018
2057,38,Thường Xuân,236,2018
2058,38,Như Thanh,383,2018
2059,38,Vĩnh Lộc,11,2018
2060,38,Mường Lát,679,2018
2061,38,Yên Định,35,2018
2062,38,Thiệu Hóa,5,2018
2063,38,Đông Sơn,6,2018
2064,38,Quảng Xương,6,2018
2065,38,Hoằng Hóa,14,2018
2066,38,Ngọc Lặc,33,2018
2067,38,Thọ Xuân,21,2018
2068,38,Hậu Lộc,10,2018
2069,38,Thanh Hóa,113,2018
2070,38,Bá Thước,85,2019
2071,38,Hà Trung,32,2019
2072,38,Lang Chánh,229,2019
2073,38,TX. Bỉm Sơn,230,2019
2074,38,Thạch Thành,82,2019
2075,38,Triệu Sơn,23,2019
2076,38,Cẩm Thủy,137,2019
2077,38,Như Xuân,259,2019
2078,38,Quan Sơn,321,2019
2079,38,Quan Hóa,256,2019
2080,38,TX. Sầm Sơn,18,2019
2081,38,Tĩnh Gia,485,2019
2082,38,Nga Sơn,1,2019
2083,38,Nông Cống,24,2019
2084,38,Thường Xuân,234,2019
2085,38,Như Thanh,206,2019
2086,38,Vĩnh Lộc,9,2019
2087,38,Mường Lát,1320,2019
2088,38,Yên Định,19,2019
2089,38,Thiệu Hóa,3,2019
2090,38,Đông Sơn,1,2019
2091,38,Quảng Xương,4,2019
2092,38,Hoằng Hóa,10,2019
2093,38,Ngọc Lặc,74,2019
2094,38,Thọ Xuân,14,2019
2095,38,Thanh Hóa,50,2019
2096,38,Bá Thước,7,2020
2097,38,Hà Trung,1,2020
2098,38,Lang Chánh,32,2020
2099,38,TX. Bỉm Sơn,27,2020
2100,38,Thạch Thành,11,2020
2101,38,Triệu Sơn,4,2020
2102,38,Cẩm Thủy,14,2020
2103,38,Như Xuân,56,2020
2104,38,Quan Sơn,12,2020
2105,38,Quan Hóa,34,2020
2106,38,Tĩnh Gia,77,2020
2107,38,Nga Sơn,1,2020
2108,38,Nông Cống,5,2020
2109,38,Thường Xuân,48,2020
2110,38,Như Thanh,36,2020
2111,38,Vĩnh Lộc,1,2020
2112,38,Mường Lát,105,2020
2113,38,Yên Định,1,2020
2114,38,Quảng Xương,2,2020
2115,38,Ngọc Lặc,6,2020
2116,38,Thọ Xuân,6,2020
2117,38,Thanh Hóa,7,2020
2118,40,Quỳ Châu,75,2011
2119,40,Tương Dương,179,2011
2120,40,Nghĩa Đàn,6,2011
2121,40,Tân Kỳ,1,2011
2122,40,Đô Lương,4,2011
2123,40,Quế Phong,84,2011
2124,40,Kỳ Sơn,183,2011
2125,40,Anh Sơn,1,2011
2126,40,Quỳnh Lưu,2,2011
2127,40,Con Cuông,36,2011
2128,40,Quỳ Hợp,25,2011
2129,40,Thanh Chương,12,2011
2130,40,Yên Thành,4,2011
2131,40,Quỳ Châu,30,2012
2132,40,Tương Dương,73,2012
2133,40,Nghĩa Đàn,4,2012
2134,40,Tân Kỳ,6,2012
2135,40,Nghi Lộc,3,2012
2136,40,Quế Phong,76,2012
2137,40,Kỳ Sơn,160,2012
2138,40,Anh Sơn,3,2012
2139,40,Quỳnh Lưu,1,2012
2140,40,Con Cuông,5,2012
2141,40,Quỳ Hợp,11,2012
2142,40,Thanh Chương,9,2012
2143,40,Yên Thành,3,2012
2144,40,Quỳ Châu,61,2013
2145,40,Tương Dương,238,2013
2146,40,Nghĩa Đàn,5,2013
2147,40,Tân Kỳ,7,2013
2148,40,Đô Lương,3,2013
2149,40,Nghi Lộc,1,2013
2150,40,Quế Phong,54,2013
2151,40,Kỳ Sơn,200,2013
2152,40,TX. Hoàng Mai,1,2013
2153,40,Anh Sơn,9,2013
2154,40,Quỳnh Lưu,2,2013
2155,40,Con Cuông,21,2013
2156,40,Quỳ Hợp,28,2013
2157,40,Thanh Chương,15,2013
2158,40,Yên Thành,3,2013
2159,40,Quỳ Châu,58,2014
2160,40,Tương Dương,176,2014
2161,40,Nghĩa Đàn,4,2014
2162,40,Tân Kỳ,10,2014
2163,40,Đô Lương,1,2014
2164,40,Quế Phong,104,2014
2165,40,Kỳ Sơn,233,2014
2166,40,Anh Sơn,11,2014
2167,40,Quỳnh Lưu,3,2014
2168,40,Nam Đàn,5,2014
2169,40,Con Cuông,24,2014
2170,40,Quỳ Hợp,77,2014
2171,40,Thanh Chương,29,2014
2172,40,Yên Thành,15,2014
2173,40,Quỳ Châu,77,2015
2174,40,Tương Dương,270,2015
2175,40,Nghĩa Đàn,10,2015
2176,40,Tân Kỳ,14,2015
2177,40,Đô Lương,10,2015
2178,40,Nghi Lộc,1,2015
2179,40,Quế Phong,124,2015
2180,40,Kỳ Sơn,291,2015
2181,40,TX. Thái Hòa,1,2015
2182,40,Anh Sơn,16,2015
2183,40,Quỳnh Lưu,5,2015
2184,40,Nam Đàn,1,2015
2185,40,Con Cuông,50,2015
2186,40,Quỳ Hợp,88,2015
2187,40,Diễn Châu,1,2015
2188,40,Thanh Chương,37,2015
2189,40,Yên Thành,25,2015
2190,40,Quỳ Châu,25,2016
2191,40,Tương Dương,20,2016
2192,40,Nghĩa Đàn,11,2016
2193,40,Tân Kỳ,5,2016
2194,40,Đô Lương,2,2016
2195,40,Quế Phong,28,2016
2196,40,Kỳ Sơn,80,2016
2197,40,TX. Hoàng Mai,4,2016
2198,40,Anh Sơn,10,2016
2199,40,Quỳnh Lưu,5,2016
2200,40,Nam Đàn,1,2016
2201,40,Con Cuông,17,2016
2202,40,Quỳ Hợp,18,2016
2203,40,Thanh Chương,17,2016
2204,40,Yên Thành,19,2016
2205,40,Quỳ Châu,131,2017
2206,40,Tương Dương,463,2017
2207,40,Nghĩa Đàn,43,2017
2208,40,Tân Kỳ,65,2017
2209,40,Đô Lương,61,2017
2210,40,Nghi Lộc,6,2017
2211,40,Quế Phong,257,2017
2212,40,Kỳ Sơn,1042,2017
2213,40,TX. Hoàng Mai,37,2017
2214,40,TX. Thái Hòa,1,2017
2215,40,Anh Sơn,44,2017
2216,40,Quỳnh Lưu,23,2017
2217,40,Nam Đàn,10,2017
2218,40,Con Cuông,84,2017
2219,40,Quỳ Hợp,174,2017
2220,40,Hưng Nguyên,1,2017
2221,40,Diễn Châu,8,2017
2222,40,Vinh,2,2017
2223,40,Thanh Chương,89,2017
2224,40,Yên Thành,114,2017
2225,40,Quỳ Châu,701,2018
2226,40,Tương Dương,809,2018
2227,40,Nghĩa Đàn,226,2018
2228,40,Tân Kỳ,243,2018
2229,40,Đô Lương,244,2018
2230,40,Nghi Lộc,58,2018
2231,40,Quế Phong,658,2018
2232,40,Kỳ Sơn,1812,2018
2233,40,TX. Hoàng Mai,204,2018
2234,40,TX. Thái Hòa,26,2018
2235,40,Anh Sơn,264,2018
2236,40,Quỳnh Lưu,113,2018
2237,40,TX. Cửa Lò,10,2018
2238,40,Nam Đàn,91,2018
2239,40,Con Cuông,286,2018
2240,40,Quỳ Hợp,270,2018
2241,40,Hưng Nguyên,10,2018
2242,40,Diễn Châu,65,2018
2243,40,Vinh,11,2018
2244,40,Thanh Chương,410,2018
2245,40,Yên Thành,447,2018
2246,40,Quỳ Châu,828,2019
2247,40,Tương Dương,851,2019
2248,40,Nghĩa Đàn,203,2019
2249,40,Tân Kỳ,163,2019
2250,40,Đô Lương,167,2019
2251,40,Nghi Lộc,32,2019
2252,40,Quế Phong,545,2019
2253,40,Kỳ Sơn,3158,2019
2254,40,TX. Hoàng Mai,110,2019
2255,40,TX. Thái Hòa,9,2019
2256,40,Anh Sơn,125,2019
2257,40,Quỳnh Lưu,41,2019
2258,40,Nam Đàn,72,2019
2259,40,Con Cuông,363,2019
2260,40,Quỳ Hợp,271,2019
2261,40,Hưng Nguyên,17,2019
2262,40,Diễn Châu,57,2019
2263,40,Vinh,16,2019
2264,40,Thanh Chương,229,2019
2265,40,Yên Thành,258,2019
2266,40,Quỳ Châu,88,2020
2267,40,Tương Dương,183,2020
2268,40,Nghĩa Đàn,36,2020
2269,40,Tân Kỳ,41,2020
2270,40,Đô Lương,24,2020
2271,40,Quế Phong,54,2020
2272,40,Kỳ Sơn,812,2020
2273,40,TX. Hoàng Mai,10,2020
2274,40,TX. Thái Hòa,4,2020
2275,40,Anh Sơn,27,2020
2276,40,Quỳnh Lưu,21,2020
2277,40,Con Cuông,40,2020
2278,40,Quỳ Hợp,61,2020
2279,40,Diễn Châu,1,2020
2280,40,Thanh Chương,43,2020
2281,40,Yên Thành,30,2020
2282,42,Hương Khê,3,2011
2283,42,Hương Sơn,6,2011
2284,42,Đức Thọ,1,2011
2285,42,Kỳ Anh,17,2011
2286,42,Cẩm Xuyên,1,2011
2287,42,TX. Kỳ Anh,1,2011
2288,42,Hương Khê,36,2012
2289,42,Hương Sơn,14,2012
2290,42,Đức Thọ,1,2012
2291,42,Can Lộc,2,2012
2292,42,Kỳ Anh,12,2012
2293,42,Vũ Quang,7,2012
2294,42,Cẩm Xuyên,5,2012
2295,42,TX. Kỳ Anh,4,2012
2296,42,Hương Khê,34,2013
2297,42,Hương Sơn,9,2013
2298,42,Can Lộc,1,2013
2299,42,Kỳ Anh,18,2013
2300,42,Cẩm Xuyên,4,2013
2301,42,TX. Kỳ Anh,1,2013
2302,42,Hương Khê,55,2014
2303,42,Thạch Hà,2,2014
2304,42,Hương Sơn,16,2014
2305,42,Can Lộc,1,2014
2306,42,Kỳ Anh,25,2014
2307,42,Vũ Quang,9,2014
2308,42,Cẩm Xuyên,7,2014
2309,42,TX. Kỳ Anh,1,2014
2310,42,Hương Khê,115,2015
2311,42,Thạch Hà,10,2015
2312,42,Hương Sơn,26,2015
2313,42,Can Lộc,3,2015
2314,42,Kỳ Anh,47,2015
2315,42,Vũ Quang,24,2015
2316,42,Cẩm Xuyên,9,2015
2317,42,TX. Kỳ Anh,3,2015
2318,42,Hương Khê,18,2016
2319,42,Thạch Hà,3,2016
2320,42,Hương Sơn,15,2016
2321,42,Kỳ Anh,10,2016
2322,42,Vũ Quang,8,2016
2323,42,Cẩm Xuyên,1,2016
2324,42,TX. Kỳ Anh,7,2016
2325,42,TX. Hồng Lĩnh,2,2017
2326,42,Hương Khê,54,2017
2327,42,Thạch Hà,12,2017
2328,42,Hà Tĩnh,3,2017
2329,42,Hương Sơn,59,2017
2330,42,Nghi Xuân,4,2017
2331,42,Đức Thọ,4,2017
2332,42,Can Lộc,6,2017
2333,42,Kỳ Anh,115,2017
2334,42,Vũ Quang,51,2017
