Name,Year,Month,value
Sơn La,2012,7,84.0
Tuyên Quang,2012,7,82.0
Hà Nội,2012,7,78.0
Bãi Cháy,2012,7,85.0
Nam Định,2012,7,80.0
Vinh,2012,7,68.0
Huế,2012,7,74.0
Đà Nẵng,2012,7,72.0
Qui Nhơn,2012,7,73.0
Pleiku,2012,7,89.0
Đà Lạt,2012,7,87.0
Nha Trang,2012,7,75.0
Vũng Tàu,2012,7,81.0
Cà Mau,2012,7,85.0
Lai Châu,2011,7,84.0
Sơn La,2011,7,84.0
Tuyên Quang,2011,7,82.0
Hà Nội,2011,7,77.0
Bãi Cháy,2011,7,86.0
Nam Định,2011,7,79.0
Vinh,2011,7,74.0
Huế,2011,7,76.0
Đà Nẵng,2011,7,70.0
Qui Nhơn,2011,7,71.0
Pleiku,2011,7,91.0
Đà Lạt,2011,7,89.0
Nha Trang,2011,7,75.0
Vũng Tàu,2011,7,83.0
Cà Mau,2011,7,82.0
Lai Châu,2010,7,86.0
Sơn La,2010,7,83.0
Tuyên Quang,2010,7,84.0
Hà Nội,2010,7,74.0
Bãi Cháy,2010,7,81.0
Nam Định,2010,7,80.0
Vinh,2010,7,72.0
Huế,2010,7,79.0
Đà Nẵng,2010,7,77.0
Qui Nhơn,2010,7,76.0
Pleiku,2010,7,91.0
Đà Lạt,2010,7,90.0
Nha Trang,2010,7,80.0
Vũng Tàu,2010,7,91.0
Cà Mau,2010,7,89.0
Lai Châu,2009,7,86.0
Sơn La,2009,7,85.0
Tuyên Quang,2009,7,85.0
Hà Nội,2009,7,79.0
Bãi Cháy,2009,7,83.0
Nam Định,2009,7,83.0
Vinh,2009,7,72.0
Huế,2009,7,80.0
Đà Nẵng,2009,7,76.0
Qui Nhơn,2009,7,67.0
Pleiku,2009,7,91.0
Đà Lạt,2009,7,90.0
Nha Trang,2009,7,76.0
Vũng Tàu,2009,7,83.0
Cà Mau,2009,7,86.0
Lai Châu,2008,7,90.0
Sơn La,2008,7,89.0
Tuyên Quang,2008,7,82.0
Hà Nội,2008,7,79.0
Bãi Cháy,2008,7,84.0
Nam Định,2008,7,81.0
Vinh,2008,7,70.0
Huế,2008,7,76.0
Đà Nẵng,2008,7,75.0
Qui Nhơn,2008,7,71.0
Pleiku,2008,7,89.0
Đà Lạt,2008,7,89.0
Nha Trang,2008,7,76.0
Vũng Tàu,2008,7,79.0
Cà Mau,2008,7,86.0
Lai Châu,2007,7,87.0
Sơn La,2007,7,87.0
Tuyên Quang,2007,7,82.0
Hà Nội,2007,7,78.0
Bãi Cháy,2007,7,82.0
Nam Định,2007,7,78.0
Vinh,2007,7,70.0
Huế,2007,7,76.0
Đà Nẵng,2007,7,76.0
Qui Nhơn,2007,7,72.0
Pleiku,2007,7,91.0
Đà Lạt,2007,7,90.0
Nha Trang,2007,7,78.0
Vũng Tàu,2007,7,80.0
Cà Mau,2007,7,87.0
Lai Châu,2006,7,83.0
Sơn La,2006,7,87.0
Tuyên Quang,2006,7,84.0
Hà Nội,2006,7,78.0
Bãi Cháy,2006,7,84.0
Nam Định,2006,7,80.0
Vinh,2006,7,72.0
Huế,2006,7,71.0
Đà Nẵng,2006,7,71.0
Qui Nhơn,2006,7,64.0
Pleiku,2006,7,95.0
Đà Lạt,2006,7,93.0
Nha Trang,2006,7,76.0
Vũng Tàu,2006,7,81.0
Cà Mau,2006,7,88.0
Lai Châu,2005,7,72.0
Sơn La,2005,7,85.0
Tuyên Quang,2005,7,83.0
Hà Nội,2005,7,79.0
Bãi Cháy,2005,7,86.0
Nam Định,2005,7,81.0
Vinh,2005,7,76.0
Huế,2005,7,83.0
Đà Nẵng,2005,7,80.0
Qui Nhơn,2005,7,69.0
Pleiku,2005,7,92.0
Đà Lạt,2005,7,92.0
Nha Trang,2005,7,76.0
Vũng Tàu,2005,7,81.0
Cà Mau,2005,7,87.0
Lai Châu,2004,7,87.0
Sơn La,2004,7,85.0
Tuyên Quang,2004,7,84.0
Hà Nội,2004,7,79.0
Bãi Cháy,2004,7,87.0
Nam Định,2004,7,83.0
Vinh,2004,7,73.0
Huế,2004,7,81.0
Đà Nẵng,2004,7,80.0
Qui Nhơn,2004,7,73.0
Pleiku,2004,7,91.0
Đà Lạt,2004,7,89.0
Nha Trang,2004,7,77.0
Vũng Tàu,2004,7,81.0
Cà Mau,2004,7,86.0
Lai Châu,2003,7,79.0
Sơn La,2003,7,82.0
Tuyên Quang,2003,7,76.0
Hà Nội,2003,7,80.0
Bãi Cháy,2003,7,82.0
Nam Định,2003,7,81.0
Vinh,2003,7,75.0
Huế,2003,7,77.0
Đà Nẵng,2003,7,79.0
Qui Nhơn,2003,7,73.0
Pleiku,2003,7,90.0
Đà Lạt,2003,7,91.0
Nha Trang,2003,7,77.0
Vũng Tàu,2003,7,82.0
Cà Mau,2003,7,87.0
Lai Châu,2002,7,86.0
Sơn La,2002,7,89.0
Tuyên Quang,2002,7,84.0
Hà Nội,2002,7,79.0
Bãi Cháy,2002,7,86.0
Nam Định,2002,7,82.0
Vinh,2002,7,75.0
Huế,2002,7,75.0
Đà Nẵng,2002,7,73.0
Qui Nhơn,2002,7,62.0
Pleiku,2002,7,94.0
Đà Lạt,2002,7,89.0
Nha Trang,2002,7,72.0
Vũng Tàu,2002,7,81.0
Cà Mau,2002,7,83.0
Lai Châu,2019,8,86.0
Sơn La,2019,8,85.0
Tuyên Quang,2019,8,83.0
Hà Nội,2019,8,78.0
Bãi Cháy,2019,8,86.0
Nam Định,2019,8,85.0
Vinh,2019,8,78.0
Huế,2019,8,76.0
Đà Nẵng,2019,8,71.0
Qui Nhơn,2019,8,65.0
Pleiku,2019,8,94.0
Đà Lạt,2019,8,88.0
Nha Trang,2019,8,72.0
Vũng Tàu,2019,8,81.0
Cà Mau,2019,8,86.0
Lai Châu,2018,8,90.0
Sơn La,2018,8,86.0
Tuyên Quang,2018,8,85.0
Hà Nội,2018,8,80.0
Bãi Cháy,2018,8,88.0
Nam Định,2018,8,87.0
Vinh,2018,8,77.0
Huế,2018,8,81.0
Đà Nẵng,2018,8,72.0
Qui Nhơn,2018,8,66.0
Pleiku,2018,8,93.0
Đà Lạt,2018,8,89.0
Nha Trang,2018,8,73.0
Vũng Tàu,2018,8,79.0
Cà Mau,2018,8,84.0
Lai Châu,2017,8,92.0
Sơn La,2017,8,85.0
Tuyên Quang,2017,8,85.0
Hà Nội,2017,8,79.0
Bãi Cháy,2017,8,86.0
Nam Định,2017,8,85.0
Vinh,2017,8,75.0
Huế,2017,8,82.0
Đà Nẵng,2017,8,77.0
Qui Nhơn,2017,8,78.0
Pleiku,2017,8,89.0
Đà Lạt,2017,8,91.0
Nha Trang,2017,8,79.0
Vũng Tàu,2017,8,82.0
Cà Mau,2017,8,86.0
Lai Châu,2016,8,88.0
Sơn La,2016,8,85.0
Tuyên Quang,2016,8,84.0
Hà Nội,2016,8,78.0
Bãi Cháy,2016,8,86.0
Nam Định,2016,8,83.0
Vinh,2016,8,79.0
Huế,2016,8,80.0
Đà Nẵng,2016,8,76.0
Qui Nhơn,2016,8,69.0
Pleiku,2016,8,92.0
Đà Lạt,2016,8,88.0
Nha Trang,2016,8,75.0
Vũng Tàu,2016,8,80.0
Cà Mau,2016,8,83.0
Lai Châu,2015,8,87.0
Sơn La,2015,8,83.0
Tuyên Quang,2015,8,79.0
Hà Nội,2015,8,82.0
Bãi Cháy,2015,8,83.0
Nam Định,2015,8,79.0
Vinh,2015,8,77.0
Huế,2015,8,80.0
Đà Nẵng,2015,8,78.0
Qui Nhơn,2015,8,79.0
Pleiku,2015,8,89.0
Đà Lạt,2015,8,88.0
Nha Trang,2015,8,77.0
Vũng Tàu,2015,8,78.0
Cà Mau,2015,8,83.0
Lai Châu,2014,8,88.0
Sơn La,2014,8,86.0
Tuyên Quang,2014,8,84.0
Hà Nội,2014,8,82.0
Bãi Cháy,2014,8,85.0
Nam Định,2014,8,85.0
Vinh,2014,8,76.0
Huế,2014,8,79.0
Đà Nẵng,2014,8,75.0
Qui Nhơn,2014,8,71.0
Pleiku,2014,8,86.0
Đà Lạt,2014,8,89.0
Nha Trang,2014,8,78.0
Vũng Tàu,2014,8,80.0
Cà Mau,2014,8,82.0
Lai Châu,2013,8,88.0
Sơn La,2013,8,85.0
Tuyên Quang,2013,8,83.0
Hà Nội,2013,8,81.0
Bãi Cháy,2013,8,86.0
Nam Định,2013,8,85.0
Vinh,2013,8,78.0
Huế,2013,8,80.0
Đà Nẵng,2013,8,77.0
Qui Nhơn,2013,8,73.0
Pleiku,2013,8,90.0
Đà Lạt,2013,8,87.0
Nha Trang,2013,8,78.0
Vũng Tàu,2013,8,80.0
Cà Mau,2013,8,85.0
Lai Châu,2012,8,85.0
Sơn La,2012,8,84.0
Tuyên Quang,2012,8,81.0
Hà Nội,2012,8,78.0
Bãi Cháy,2012,8,86.0
Nam Định,2012,8,84.0
Vinh,2012,8,76.0
Huế,2012,8,74.0
Đà Nẵng,2012,8,72.0
Qui Nhơn,2012,8,64.0
Pleiku,2012,8,90.0
Đà Lạt,2012,8,86.0
Nha Trang,2012,8,74.0
Vũng Tàu,2012,8,79.0
Cà Mau,2012,8,83.0
Lai Châu,2011,8,83.0
Sơn La,2011,8,83.0
Tuyên Quang,2011,8,83.0
Hà Nội,2011,8,80.0
Bãi Cháy,2011,8,86.0
Nam Định,2011,8,82.0
Vinh,2011,8,80.0
Huế,2011,8,81.0
Đà Nẵng,2011,8,75.0
Qui Nhơn,2011,8,70.0
Pleiku,2011,8,90.0
Đà Lạt,2011,8,87.0
Nha Trang,2011,8,76.0
Vũng Tàu,2011,8,81.0
Cà Mau,2011,8,82.0
Lai Châu,2010,8,83.0
Sơn La,2010,8,86.0
Tuyên Quang,2010,8,81.0
Hà Nội,2010,8,82.0
Bãi Cháy,2010,8,87.0
Nam Định,2010,8,87.0
Vinh,2010,8,84.0
Huế,2010,8,88.0
Đà Nẵng,2010,8,82.0
Qui Nhơn,2010,8,75.0
Pleiku,2010,8,90.0
Đà Lạt,2010,8,91.0
Nha Trang,2010,8,79.0
Vũng Tàu,2010,8,90.0
Cà Mau,2010,8,90.0
Lai Châu,2009,8,83.0
Sơn La,2009,8,83.0
Tuyên Quang,2009,8,82.0
Hà Nội,2009,8,78.0
Bãi Cháy,2009,8,82.0
Nam Định,2009,8,83.0
Vinh,2009,8,81.0
Huế,2009,8,81.0
Đà Nẵng,2009,8,77.0
Qui Nhơn,2009,8,71.0
Pleiku,2009,8,90.0
Đà Lạt,2009,8,91.0
Nha Trang,2009,8,79.0
Vũng Tàu,2009,8,81.0
Cà Mau,2009,8,84.0
Lai Châu,2008,8,89.0
Sơn La,2008,8,86.0
Tuyên Quang,2008,8,84.0
Hà Nội,2008,8,83.0
Bãi Cháy,2008,8,87.0
Nam Định,2008,8,85.0
Vinh,2008,8,76.0
Huế,2008,8,80.0
Đà Nẵng,2008,8,78.0
Qui Nhơn,2008,8,73.0
Pleiku,2008,8,90.0
Đà Lạt,2008,8,91.0
Nha Trang,2008,8,78.0
Vũng Tàu,2008,8,80.0
Cà Mau,2008,8,86.0
Lai Châu,2007,8,82.0
Sơn La,2007,8,87.0
Tuyên Quang,2007,8,85.0
Hà Nội,2007,8,81.0
Bãi Cháy,2007,8,83.0
Nam Định,2007,8,85.0
Vinh,2007,8,78.0
Huế,2007,8,82.0
Đà Nẵng,2007,8,78.0
Qui Nhơn,2007,8,71.0
Pleiku,2007,8,93.0
Đà Lạt,2007,8,92.0
Nha Trang,2007,8,80.0
Vũng Tàu,2007,8,81.0
Cà Mau,2007,8,86.0
Lai Châu,2006,8,83.0
Sơn La,2006,8,87.0
Tuyên Quang,2006,8,89.0
Hà Nội,2006,8,83.0
Bãi Cháy,2006,8,87.0
Nam Định,2006,8,87.0
Vinh,2006,8,86.0
Huế,2006,8,84.0
Đà Nẵng,2006,8,82.0
Qui Nhơn,2006,8,67.0
Pleiku,2006,8,95.0
Đà Lạt,2006,8,94.0
Nha Trang,2006,8,75.0
Vũng Tàu,2006,8,81.0
Cà Mau,2006,8,88.0
Lai Châu,2005,8,84.0
Sơn La,2005,8,91.0
Tuyên Quang,2005,8,89.0
Hà Nội,2005,8,83.0
Bãi Cháy,2005,8,87.0
Nam Định,2005,8,86.0
Vinh,2005,8,79.0
Huế,2005,8,80.0
Đà Nẵng,2005,8,78.0
Qui Nhơn,2005,8,67.0
Pleiku,2005,8,93.0
Đà Lạt,2005,8,92.0
Nha Trang,2005,8,74.0
Vũng Tàu,2005,8,81.0
Cà Mau,2005,8,84.0
Lai Châu,2004,8,88.0
Sơn La,2004,8,86.0
Tuyên Quang,2004,8,85.0
Hà Nội,2004,8,83.0
Bãi Cháy,2004,8,88.0
Nam Định,2004,8,86.0
Vinh,2004,8,81.0
Huế,2004,8,82.0
Đà Nẵng,2004,8,76.0
Qui Nhơn,2004,8,64.0
Pleiku,2004,8,94.0
Đà Lạt,2004,8,92.0
Nha Trang,2004,8,74.0
Vũng Tàu,2004,8,83.0
Cà Mau,2004,8,87.0
Lai Châu,2003,8,81.0
Sơn La,2003,8,85.0
Tuyên Quang,2003,8,89.0
Hà Nội,2003,8,82.0
Bãi Cháy,2003,8,89.0
Nam Định,2003,8,87.0
Vinh,2003,8,80.0
Huế,2003,8,77.0
Đà Nẵng,2003,8,79.0
Qui Nhơn,2003,8,68.0
Pleiku,2003,8,93.0
Đà Lạt,2003,8,92.0
Nha Trang,2003,8,76.0
Vũng Tàu,2003,8,83.0
Cà Mau,2003,8,84.0
Lai Châu,2002,8,86.0
Sơn La,2002,8,86.0
Tuyên Quang,2002,8,84.0
Hà Nội,2002,8,81.0
Bãi Cháy,2002,8,85.0
Nam Định,2002,8,86.0
Vinh,2002,8,84.0
Huế,2002,8,81.0
Đà Nẵng,2002,8,82.0
Qui Nhơn,2002,8,73.0
Pleiku,2002,8,94.0
Đà Lạt,2002,8,92.0
Nha Trang,2002,8,77.0
Vũng Tàu,2002,8,82.0
Cà Mau,2002,8,86.0
Lai Châu,2019,9,82.0
Sơn La,2019,9,80.0
Tuyên Quang,2019,9,79.0
Hà Nội,2019,9,68.0
Bãi Cháy,2019,9,76.0
Nam Định,2019,9,78.0
Vinh,2019,9,79.0
Huế,2019,9,89.0
Đà Nẵng,2019,9,80.0
Qui Nhơn,2019,9,74.0
Pleiku,2019,9,89.0
Đà Lạt,2019,9,89.0
Nha Trang,2019,9,79.0
Vũng Tàu,2019,9,79.0
Cà Mau,2019,9,84.0
Lai Châu,2018,9,86.0
Sơn La,2018,9,79.0
Tuyên Quang,2018,9,82.0
Hà Nội,2018,9,74.0
Bãi Cháy,2018,9,84.0
Nam Định,2018,9,82.0
Vinh,2018,9,80.0
Huế,2018,9,85.0
Đà Nẵng,2018,9,77.0
Qui Nhơn,2018,9,79.0
Pleiku,2018,9,88.0
Đà Lạt,2018,9,87.0
Nha Trang,2018,9,80.0
Vũng Tàu,2018,9,81.0
Cà Mau,2018,9,85.0
Lai Châu,2017,9,89.0
Sơn La,2017,9,83.0
Tuyên Quang,2017,9,85.0
Hà Nội,2017,9,82.0
Bãi Cháy,2017,9,86.0
Nam Định,2017,9,87.0
Vinh,2017,9,82.0
Huế,2017,9,85.0
Đà Nẵng,2017,9,79.0
Qui Nhơn,2017,9,77.0
Pleiku,2017,9,88.0
Đà Lạt,2017,9,90.0
Nha Trang,2017,9,79.0
Vũng Tàu,2017,9,80.0
Cà Mau,2017,9,83.0
Lai Châu,2016,9,87.0
Sơn La,2016,9,84.0
Tuyên Quang,2016,9,82.0
Hà Nội,2016,9,75.0
Bãi Cháy,2016,9,82.0
Nam Định,2016,9,82.0
Vinh,2016,9,85.0
Huế,2016,9,87.0
Đà Nẵng,2016,9,82.0
Qui Nhơn,2016,9,76.0
Pleiku,2016,9,90.0
Đà Lạt,2016,9,89.0
Nha Trang,2016,9,79.0
Vũng Tàu,2016,9,82.0
Cà Mau,2016,9,85.0
Lai Châu,2015,9,88.0
Sơn La,2015,9,85.0
Tuyên Quang,2015,9,83.0
Hà Nội,2015,9,83.0
Bãi Cháy,2015,9,86.0
Nam Định,2015,9,86.0
Vinh,2015,9,81.0
Huế,2015,9,85.0
Đà Nẵng,2015,9,80.0
Qui Nhơn,2015,9,78.0
Pleiku,2015,9,87.0
Đà Lạt,2015,9,88.0
Nha Trang,2015,9,78.0
Vũng Tàu,2015,9,79.0
Cà Mau,2015,9,86.0
Lai Châu,2014,9,80.0
Sơn La,2014,9,83.0
Tuyên Quang,2014,9,83.0
Hà Nội,2014,9,78.0
Bãi Cháy,2014,9,83.0
Nam Định,2014,9,82.0
Vinh,2014,9,84.0
Huế,2014,9,84.0
Đà Nẵng,2014,9,80.0
Qui Nhơn,2014,9,75.0
Pleiku,2014,9,87.0
Đà Lạt,2014,9,91.0
Nha Trang,2014,9,76.0
Vũng Tàu,2014,9,80.0
Cà Mau,2014,9,84.0
Lai Châu,2013,9,84.0
Sơn La,2013,9,84.0
Tuyên Quang,2013,9,86.0
Hà Nội,2013,9,82.0
Bãi Cháy,2013,9,85.0
Nam Định,2013,9,88.0
Vinh,2013,9,86.0
Huế,2013,9,89.0
Đà Nẵng,2013,9,85.0
Qui Nhơn,2013,9,78.0
Pleiku,2013,9,89.0
Đà Lạt,2013,9,90.0
Nha Trang,2013,9,82.0
Vũng Tàu,2013,9,81.0
Cà Mau,2013,9,85.0
Lai Châu,2012,9,88.0
Sơn La,2012,9,85.0
Tuyên Quang,2012,9,84.0
Hà Nội,2012,9,76.0
Bãi Cháy,2012,9,80.0
Nam Định,2012,9,83.0
Vinh,2012,9,84.0
Huế,2012,9,89.0
Đà Nẵng,2012,9,85.0
Qui Nhơn,2012,9,77.0
Pleiku,2012,9,87.0
Đà Lạt,2012,9,89.0
Nha Trang,2012,9,78.0
Vũng Tàu,2012,9,83.0
Cà Mau,2012,9,88.0
Lai Châu,2011,9,83.0
Sơn La,2011,9,82.0
Tuyên Quang,2011,9,84.0
Hà Nội,2011,9,80.0
Bãi Cháy,2011,9,82.0
Nam Định,2011,9,85.0
Vinh,2011,9,85.0
Huế,2011,9,89.0
Đà Nẵng,2011,9,87.0
Qui Nhơn,2011,9,73.0
Pleiku,2011,9,94.0
Đà Lạt,2011,9,90.0
Nha Trang,2011,9,77.0
Vũng Tàu,2011,9,82.0
Cà Mau,2011,9,85.0
Lai Châu,2010,9,85.0
Sơn La,2010,9,84.0
Tuyên Quang,2010,9,81.0
Hà Nội,2010,9,79.0
Bãi Cháy,2010,9,86.0
Nam Định,2010,9,85.0
Vinh,2010,9,82.0
Huế,2010,9,86.0
Đà Nẵng,2010,9,83.0
Qui Nhơn,2010,9,78.0
Pleiku,2010,9,92.0
Đà Lạt,2010,9,92.0
Nha Trang,2010,9,81.0
Vũng Tàu,2010,9,92.0
Cà Mau,2010,9,91.0
Lai Châu,2009,9,84.0
Sơn La,2009,9,82.0
Tuyên Quang,2009,9,82.0
Hà Nội,2009,9,76.0
Bãi Cháy,2009,9,81.0
Nam Định,2009,9,85.0
Vinh,2009,9,83.0
Huế,2009,9,88.0
Đà Nẵng,2009,9,84.0
Qui Nhơn,2009,9,78.0
Pleiku,2009,9,92.0
Đà Lạt,2009,9,92.0
Nha Trang,2009,9,81.0
Vũng Tàu,2009,9,83.0
Cà Mau,2009,9,87.0
Lai Châu,2008,9,85.0
Sơn La,2008,9,83.0
Tuyên Quang,2008,9,84.0
Hà Nội,2008,9,80.0
Bãi Cháy,2008,9,83.0
Nam Định,2008,9,88.0
Vinh,2008,9,84.0
Huế,2008,9,86.0
Đà Nẵng,2008,9,81.0
Qui Nhơn,2008,9,78.0
Pleiku,2008,9,91.0
Đà Lạt,2008,9,91.0
Nha Trang,2008,9,81.0
Vũng Tàu,2008,9,80.0
Cà Mau,2008,9,87.0
Lai Châu,2007,9,87.0
Sơn La,2007,9,84.0
Tuyên Quang,2007,9,84.0
Hà Nội,2007,9,81.0
Bãi Cháy,2007,9,80.0
Nam Định,2007,9,84.0
Vinh,2007,9,81.0
Huế,2007,9,88.0
Đà Nẵng,2007,9,81.0
Qui Nhơn,2007,9,77.0
Pleiku,2007,9,90.0
Đà Lạt,2007,9,89.0
Nha Trang,2007,9,81.0
Vũng Tàu,2007,9,81.0
Cà Mau,2007,9,86.0
Lai Châu,2006,9,83.0
Sơn La,2006,9,82.0
Tuyên Quang,2006,9,82.0
Hà Nội,2006,9,72.0
Bãi Cháy,2006,9,75.0
Nam Định,2006,9,78.0
Vinh,2006,9,81.0
Huế,2006,9,86.0
Đà Nẵng,2006,9,82.0
Qui Nhơn,2006,9,77.0
Pleiku,2006,9,89.0
Đà Lạt,2006,9,90.0
Nha Trang,2006,9,79.0
Vũng Tàu,2006,9,81.0
Cà Mau,2006,9,87.0
Lai Châu,2005,9,78.0
Sơn La,2005,9,83.0
Tuyên Quang,2005,9,85.0
Hà Nội,2005,9,78.0
Bãi Cháy,2005,9,83.0
Nam Định,2005,9,85.0
Vinh,2005,9,87.0
Huế,2005,9,88.0
Đà Nẵng,2005,9,82.0
Qui Nhơn,2005,9,78.0
Pleiku,2005,9,91.0
Đà Lạt,2005,9,92.0
Nha Trang,2005,9,78.0
Vũng Tàu,2005,9,82.0
Cà Mau,2005,9,83.0
Lai Châu,2004,9,83.0
Sơn La,2004,9,85.0
Tuyên Quang,2004,9,82.0
Hà Nội,2004,9,81.0
Bãi Cháy,2004,9,83.0
Nam Định,2004,9,86.0
Vinh,2004,9,84.0
Huế,2004,9,88.0
Đà Nẵng,2004,9,83.0
Qui Nhơn,2004,9,77.0
Pleiku,2004,9,90.0
Đà Lạt,2004,9,86.0
Nha Trang,2004,9,75.0
Vũng Tàu,2004,9,82.0
Cà Mau,2004,9,87.0
Lai Châu,2003,9,74.0
Sơn La,2003,9,84.0
Tuyên Quang,2003,9,87.0
Hà Nội,2003,9,81.0
Bãi Cháy,2003,9,85.0
Nam Định,2003,9,86.0
Vinh,2003,9,84.0
Huế,2003,9,87.0
Đà Nẵng,2003,9,87.0
Qui Nhơn,2003,9,74.0
Pleiku,2003,9,93.0
Đà Lạt,2003,9,94.0
Nha Trang,2003,9,78.0
Vũng Tàu,2003,9,83.0
Cà Mau,2003,9,86.0
Lai Châu,2002,9,80.0
Sơn La,2002,9,82.0
Tuyên Quang,2002,9,81.0
Hà Nội,2002,9,76.0
Bãi Cháy,2002,9,77.0
Nam Định,2002,9,84.0
Vinh,2002,9,87.0
Huế,2002,9,91.0
Đà Nẵng,2002,9,86.0
Qui Nhơn,2002,9,80.0
Pleiku,2002,9,94.0
Đà Lạt,2002,9,91.0
Nha Trang,2002,9,82.0
Vũng Tàu,2002,9,82.0
Cà Mau,2002,9,86.0
Lai Châu,2019,10,85.0
Sơn La,2019,10,79.0
Tuyên Quang,2019,10,84.0
Hà Nội,2019,10,74.0
Bãi Cháy,2019,10,80.0
Nam Định,2019,10,84.0
Vinh,2019,10,84.0
Huế,2019,10,89.0
Đà Nẵng,2019,10,81.0
Qui Nhơn,2019,10,83.0
Pleiku,2019,10,83.0
Đà Lạt,2019,10,85.0
Nha Trang,2019,10,79.0
Vũng Tàu,2019,10,75.0
Cà Mau,2019,10,85.0
Lai Châu,2018,10,86.0
Sơn La,2018,10,78.0
Tuyên Quang,2018,10,80.0
Hà Nội,2018,10,73.0
Bãi Cháy,2018,10,77.0
Nam Định,2018,10,82.0
Vinh,2018,10,84.0
Huế,2018,10,88.0
Đà Nẵng,2018,10,79.0
Qui Nhơn,2018,10,80.0
Pleiku,2018,10,80.0
Đà Lạt,2018,10,82.0
Nha Trang,2018,10,78.0
Vũng Tàu,2018,10,79.0
Cà Mau,2018,10,81.0
Lai Châu,2017,10,89.0
Sơn La,2017,10,80.0
Tuyên Quang,2017,10,85.0
Hà Nội,2017,10,76.0
Bãi Cháy,2017,10,80.0
Nam Định,2017,10,83.0
Vinh,2017,10,85.0
Huế,2017,10,90.0
Đà Nẵng,2017,10,83.0
Qui Nhơn,2017,10,78.0
Pleiku,2017,10,85.0
Đà Lạt,2017,10,89.0
Nha Trang,2017,10,82.0
Vũng Tàu,2017,10,81.0
Cà Mau,2017,10,86.0
Lai Châu,2016,10,83.0
Sơn La,2016,10,79.0
Tuyên Quang,2016,10,78.0
Hà Nội,2016,10,71.0
Bãi Cháy,2016,10,77.0
Nam Định,2016,10,80.0
Vinh,2016,10,87.0
Huế,2016,10,90.0
Đà Nẵng,2016,10,83.0
Qui Nhơn,2016,10,82.0
Pleiku,2016,10,87.0
Đà Lạt,2016,10,90.0
Nha Trang,2016,10,84.0
Vũng Tàu,2016,10,85.0
Cà Mau,2016,10,88.0
Lai Châu,2015,10,84.0
Sơn La,2015,10,81.0
Tuyên Quang,2015,10,80.0
Hà Nội,2015,10,72.0
Bãi Cháy,2015,10,82.0
Nam Định,2015,10,79.0
Vinh,2015,10,81.0
Huế,2015,10,90.0
Đà Nẵng,2015,10,82.0
Qui Nhơn,2015,10,78.0
Pleiku,2015,10,83.0
Đà Lạt,2015,10,87.0
Nha Trang,2015,10,79.0
Vũng Tàu,2015,10,79.0
Cà Mau,2015,10,83.0
Lai Châu,2014,10,79.0
Sơn La,2014,10,82.0
Tuyên Quang,2014,10,81.0
Hà Nội,2014,10,73.0
Bãi Cháy,2014,10,77.0
Nam Định,2014,10,79.0
Vinh,2014,10,87.0
Huế,2014,10,90.0
Đà Nẵng,2014,10,84.0
Qui Nhơn,2014,10,81.0
Pleiku,2014,10,82.0
Đà Lạt,2014,10,87.0
Nha Trang,2014,10,78.0
Vũng Tàu,2014,10,80.0
Cà Mau,2014,10,84.0
Lai Châu,2013,10,81.0
Sơn La,2013,10,79.0
Tuyên Quang,2013,10,81.0
Hà Nội,2013,10,73.0
Bãi Cháy,2013,10,73.0
Nam Định,2013,10,79.0
Vinh,2013,10,85.0
Huế,2013,10,91.0
Đà Nẵng,2013,10,83.0
Qui Nhơn,2013,10,79.0
Pleiku,2013,10,83.0
Đà Lạt,2013,10,87.0
Nha Trang,2013,10,80.0
Vũng Tàu,2013,10,80.0
Cà Mau,2013,10,85.0
Lai Châu,2012,10,84.0
Sơn La,2012,10,81.0
Tuyên Quang,2012,10,80.0
Hà Nội,2012,10,75.0
Bãi Cháy,2012,10,79.0
Nam Định,2012,10,80.0
Vinh,2012,10,84.0
Huế,2012,10,88.0
Đà Nẵng,2012,10,83.0
Qui Nhơn,2012,10,76.0
Pleiku,2012,10,79.0
Đà Lạt,2012,10,82.0
Nha Trang,2012,10,79.0
Vũng Tàu,2012,10,78.0
Cà Mau,2012,10,83.0
Lai Châu,2011,10,79.0
Sơn La,2011,10,80.0
Tuyên Quang,2011,10,83.0
Hà Nội,2011,10,78.0
Bãi Cháy,2011,10,80.0
Nam Định,2011,10,84.0
Vinh,2011,10,88.0
Huế,2011,10,92.0
Đà Nẵng,2011,10,86.0
Qui Nhơn,2011,10,82.0
Pleiku,2011,10,88.0
Đà Lạt,2011,10,87.0
Nha Trang,2011,10,83.0
Vũng Tàu,2011,10,82.0
Cà Mau,2011,10,80.0
Lai Châu,2010,10,82.0
Sơn La,2010,10,81.0
Tuyên Quang,2010,10,81.0
Hà Nội,2010,10,70.0
Bãi Cháy,2010,10,73.0
Nam Định,2010,10,77.0
Vinh,2010,10,85.0
Huế,2010,10,92.0
Đà Nẵng,2010,10,85.0
Qui Nhơn,2010,10,82.0
Pleiku,2010,10,87.0
Đà Lạt,2010,10,89.0
Nha Trang,2010,10,82.0
Vũng Tàu,2010,10,86.0
Cà Mau,2010,10,87.0
Lai Châu,2009,10,84.0
Sơn La,2009,10,80.0
Tuyên Quang,2009,10,82.0
Hà Nội,2009,10,75.0
Bãi Cháy,2009,10,80.0
Nam Định,2009,10,82.0
Vinh,2009,10,84.0
Huế,2009,10,89.0
Đà Nẵng,2009,10,82.0
