,Name,Year,Month,value
1507,Huế,2017,8,28.8
1508,Đà Nẵng,2017,8,29.7
1509,Qui Nhơn,2017,8,30.0
1510,Pleiku,2017,8,23.7
1511,Đà Lạt,2017,8,19.4
1512,Nha Trang,2017,8,29.0
1513,Vũng Tàu,2017,8,28.4
1514,Cà Mau,2017,8,27.7
1515,Lai Châu,2016,8,23.7
1516,Sơn La,2016,8,25.6
1517,Tuyên Quang,2016,8,28.6
1518,Hà Nội,2016,8,29.6
1519,Bãi Cháy,2016,8,28.4
1520,Nam Định,2016,8,29.2
1521,Vinh,2016,8,29.6
1522,Huế,2016,8,29.2
1523,Đà Nẵng,2016,8,30.2
1524,Qui Nhơn,2016,8,30.7
1525,Pleiku,2016,8,23.2
1526,Đà Lạt,2016,8,19.7
1527,Nha Trang,2016,8,29.8
1528,Vũng Tàu,2016,8,28.7
1529,Cà Mau,2016,8,28.4
1530,Lai Châu,2015,8,23.9
1531,Sơn La,2015,8,25.6
1532,Tuyên Quang,2015,8,29.1
1533,Hà Nội,2015,8,29.0
1534,Bãi Cháy,2015,8,28.8
1535,Nam Định,2015,8,29.6
1536,Vinh,2015,8,29.6
1537,Huế,2015,8,28.9
1538,Đà Nẵng,2015,8,29.2
1539,Qui Nhơn,2015,8,30.0
1540,Pleiku,2015,8,23.6
1541,Đà Lạt,2015,8,19.7
1542,Nha Trang,2015,8,29.2
1543,Vũng Tàu,2015,8,28.9
1544,Cà Mau,2015,8,28.3
1545,Lai Châu,2014,8,22.7
1546,Sơn La,2014,8,24.8
1547,Tuyên Quang,2014,8,28.5
1548,Hà Nội,2014,8,28.9
1549,Bãi Cháy,2014,8,28.0
1550,Nam Định,2014,8,28.6
1551,Vinh,2014,8,29.7
1552,Huế,2014,8,28.6
1553,Đà Nẵng,2014,8,29.3
1554,Qui Nhơn,2014,8,30.1
1555,Pleiku,2014,8,23.3
1556,Đà Lạt,2014,8,18.9
1557,Nha Trang,2014,8,28.4
1558,Vũng Tàu,2014,8,28.4
1559,Cà Mau,2014,8,28.0
1560,Lai Châu,2013,8,23.4
1561,Sơn La,2013,8,25.0
1562,Tuyên Quang,2013,8,28.3
1563,Hà Nội,2013,8,29.1
1564,Bãi Cháy,2013,8,28.2
1565,Nam Định,2013,8,28.8
1566,Vinh,2013,8,29.2
1567,Huế,2013,8,28.3
1568,Đà Nẵng,2013,8,29.3
1569,Qui Nhơn,2013,8,29.4
1570,Pleiku,2013,8,22.5
1571,Đà Lạt,2013,8,18.9
1572,Nha Trang,2013,8,28.5
1573,Vũng Tàu,2013,8,28.1
1574,Cà Mau,2013,8,27.6
1575,Lai Châu,2012,8,23.8
1576,Sơn La,2012,8,25.2
1577,Tuyên Quang,2012,8,28.6
1578,Hà Nội,2012,8,29.3
1579,Bãi Cháy,2012,8,28.3
1580,Nam Định,2012,8,28.7
1581,Vinh,2012,8,29.5
1582,Huế,2012,8,29.0
1583,Đà Nẵng,2012,8,29.7
1584,Qui Nhơn,2012,8,30.6
1585,Pleiku,2012,8,22.5
1586,Đà Lạt,2012,8,19.3
1587,Nha Trang,2012,8,29.6
1588,Vũng Tàu,2012,8,28.6
1589,Cà Mau,2012,8,27.8
1590,Lai Châu,2011,8,27.4
1591,Sơn La,2011,8,25.1
1592,Tuyên Quang,2011,8,28.4
1593,Hà Nội,2011,8,28.9
1594,Bãi Cháy,2011,8,28.1
1595,Nam Định,2011,8,28.9
1596,Vinh,2011,8,28.6
1597,Huế,2011,8,28.4
1598,Đà Nẵng,2011,8,29.2
1599,Qui Nhơn,2011,8,30.2
1600,Pleiku,2011,8,22.5
1601,Đà Lạt,2011,8,19.1
1602,Nha Trang,2011,8,28.6
1603,Vũng Tàu,2011,8,28.2
1604,Cà Mau,2011,8,27.9
1605,Lai Châu,2010,8,27.2
1606,Sơn La,2010,8,24.9
1607,Tuyên Quang,2010,8,29.0
1608,Hà Nội,2010,8,28.6
1609,Bãi Cháy,2010,8,27.7
1610,Nam Định,2010,8,28.1
1611,Vinh,2010,8,28.1
1612,Huế,2010,8,27.4
1613,Đà Nẵng,2010,8,28.1
1614,Qui Nhơn,2010,8,29.4
1615,Pleiku,2010,8,22.8
1616,Đà Lạt,2010,8,19.1
1617,Nha Trang,2010,8,28.6
1618,Vũng Tàu,2010,8,28.7
1619,Cà Mau,2010,8,28.1
1620,Lai Châu,2009,8,27.2
1621,Sơn La,2009,8,25.6
1622,Tuyên Quang,2009,8,29.0
1623,Hà Nội,2009,8,29.9
1624,Bãi Cháy,2009,8,29.2
1625,Nam Định,2009,8,29.4
1626,Vinh,2009,8,29.0
1627,Huế,2009,8,28.3
1628,Đà Nẵng,2009,8,29.2
1629,Qui Nhơn,2009,8,30.0
1630,Pleiku,2009,8,22.9
1631,Đà Lạt,2009,8,19.1
1632,Nha Trang,2009,8,29.2
1633,Vũng Tàu,2009,8,28.7
1634,Cà Mau,2009,8,28.1
1635,Lai Châu,2008,8,26.7
1636,Sơn La,2008,8,25.1
1637,Tuyên Quang,2008,8,28.6
1638,Hà Nội,2008,8,29.0
1639,Bãi Cháy,2008,8,27.8
1640,Nam Định,2008,8,28.8
1641,Vinh,2008,8,29.7
1642,Huế,2008,8,28.2
1643,Đà Nẵng,2008,8,28.6
1644,Qui Nhơn,2008,8,29.3
1645,Pleiku,2008,8,22.4
1646,Đà Lạt,2008,8,18.5
1647,Nha Trang,2008,8,28.2
1648,Vũng Tàu,2008,8,27.9
1649,Cà Mau,2008,8,27.4
1650,Lai Châu,2007,8,26.9
1651,Sơn La,2007,8,24.9
1652,Tuyên Quang,2007,8,28.4
1653,Hà Nội,2007,8,29.2
1654,Bãi Cháy,2007,8,28.5
1655,Nam Định,2007,8,28.7
1656,Vinh,2007,8,29.2
1657,Huế,2007,8,28.0
1658,Đà Nẵng,2007,8,28.8
1659,Qui Nhơn,2007,8,29.3
1660,Pleiku,2007,8,22.2
1661,Đà Lạt,2007,8,18.3
1662,Nha Trang,2007,8,28.0
1663,Vũng Tàu,2007,8,27.8
1664,Cà Mau,2007,8,27.4
1665,Lai Châu,2006,8,25.9
1666,Sơn La,2006,8,24.7
1667,Tuyên Quang,2006,8,27.4
1668,Hà Nội,2006,8,28.1
1669,Bãi Cháy,2006,8,27.3
1670,Nam Định,2006,8,27.8
1671,Vinh,2006,8,28.2
1672,Huế,2006,8,27.8
1673,Đà Nẵng,2006,8,28.3
1674,Qui Nhơn,2006,8,30.0
1675,Pleiku,2006,8,22.1
1676,Đà Lạt,2006,8,18.5
1677,Nha Trang,2006,8,28.8
1678,Vũng Tàu,2006,8,27.8
1679,Cà Mau,2006,8,27.2
1680,Lai Châu,2019,9,22.7
1681,Sơn La,2019,9,24.1
1682,Tuyên Quang,2019,9,27.9
1683,Hà Nội,2019,9,29.5
1684,Bãi Cháy,2019,9,28.1
1685,Nam Định,2019,9,28.4
1686,Vinh,2019,9,27.9
1687,Huế,2019,9,26.8
1688,Đà Nẵng,2019,9,27.9
1689,Qui Nhơn,2019,9,29.1
1690,Pleiku,2019,9,22.6
1691,Đà Lạt,2019,9,18.6
1692,Nha Trang,2019,9,28.3
1693,Vũng Tàu,2019,9,28.2
1694,Cà Mau,2019,9,27.9
1695,Lai Châu,2018,9,23.4
1696,Sơn La,2018,9,24.9
1697,Tuyên Quang,2018,9,28.1
1698,Hà Nội,2018,9,29.0
1699,Bãi Cháy,2018,9,27.5
1700,Nam Định,2018,9,28.1
1701,Vinh,2018,9,28.4
1702,Huế,2018,9,27.7
1703,Đà Nẵng,2018,9,28.9
1704,Qui Nhơn,2018,9,29.2
1705,Pleiku,2018,9,23.3
1706,Đà Lạt,2018,9,19.0
1707,Nha Trang,2018,9,28.1
1708,Vũng Tàu,2018,9,28.1
1709,Cà Mau,2018,9,27.6
1710,Lai Châu,2017,9,23.9
1711,Sơn La,2017,9,25.2
1712,Tuyên Quang,2017,9,28.4
1713,Hà Nội,2017,9,29.3
1714,Bãi Cháy,2017,9,28.3
1715,Nam Định,2017,9,28.7
1716,Vinh,2017,9,29.3
1717,Huế,2017,9,28.1
1718,Đà Nẵng,2017,9,28.9
1719,Qui Nhơn,2017,9,29.5
1720,Pleiku,2017,9,23.8
1721,Đà Lạt,2017,9,19.6
1722,Nha Trang,2017,9,28.8
1723,Vũng Tàu,2017,9,28.8
1724,Cà Mau,2017,9,28.2
1725,Lai Châu,2016,9,22.8
1726,Sơn La,2016,9,24.7
1727,Tuyên Quang,2016,9,28.1
1728,Hà Nội,2016,9,29.4
1729,Bãi Cháy,2016,9,28.1
1730,Nam Định,2016,9,28.5
1731,Vinh,2016,9,27.8
1732,Huế,2016,9,27.8
1733,Đà Nẵng,2016,9,28.6
1734,Qui Nhơn,2016,9,29.8
1735,Pleiku,2016,9,23.2
1736,Đà Lạt,2016,9,19.4
1737,Nha Trang,2016,9,28.7
1738,Vũng Tàu,2016,9,28.3
1739,Cà Mau,2016,9,27.6
1740,Lai Châu,2015,9,23.3
1741,Sơn La,2015,9,24.9
1742,Tuyên Quang,2015,9,28.1
1743,Hà Nội,2015,9,28.5
1744,Bãi Cháy,2015,9,27.8
1745,Nam Định,2015,9,28.1
1746,Vinh,2015,9,28.8
1747,Huế,2015,9,28.3
1748,Đà Nẵng,2015,9,28.8
1749,Qui Nhơn,2015,9,29.4
1750,Pleiku,2015,9,23.6
1751,Đà Lạt,2015,9,19.2
1752,Nha Trang,2015,9,28.9
1753,Vũng Tàu,2015,9,28.5
1754,Cà Mau,2015,9,27.6
1755,Lai Châu,2014,9,22.5
1756,Sơn La,2014,9,25.1
1757,Tuyên Quang,2014,9,28.2
1758,Hà Nội,2014,9,29.2
1759,Bãi Cháy,2014,9,28.2
1760,Nam Định,2014,9,28.7
1761,Vinh,2014,9,28.4
1762,Huế,2014,9,27.8
1763,Đà Nẵng,2014,9,28.7
1764,Qui Nhơn,2014,9,29.3
1765,Pleiku,2014,9,23.0
1766,Đà Lạt,2014,9,18.8
1767,Nha Trang,2014,9,28.6
1768,Vũng Tàu,2014,9,28.2
1769,Cà Mau,2014,9,27.6
1770,Lai Châu,2013,9,22.7
1771,Sơn La,2013,9,23.7
1772,Tuyên Quang,2013,9,26.5
1773,Hà Nội,2013,9,27.0
1774,Bãi Cháy,2013,9,26.6
1775,Nam Định,2013,9,26.4
1776,Vinh,2013,9,26.9
1777,Huế,2013,9,26.6
1778,Đà Nẵng,2013,9,27.1
1779,Qui Nhơn,2013,9,28.3
1780,Pleiku,2013,9,22.5
1781,Đà Lạt,2013,9,18.3
1782,Nha Trang,2013,9,27.7
1783,Vũng Tàu,2013,9,27.9
1784,Cà Mau,2013,9,27.7
1785,Lai Châu,2012,9,21.9
1786,Sơn La,2012,9,23.6
1787,Tuyên Quang,2012,9,26.7
1788,Hà Nội,2012,9,27.9
1789,Bãi Cháy,2012,9,27.1
1790,Nam Định,2012,9,27.1
1791,Vinh,2012,9,27.1
1792,Huế,2012,9,26.5
1793,Đà Nẵng,2012,9,27.4
1794,Qui Nhơn,2012,9,28.3
1795,Pleiku,2012,9,22.8
1796,Đà Lạt,2012,9,18.6
1797,Nha Trang,2012,9,27.8
1798,Vũng Tàu,2012,9,27.2
1799,Cà Mau,2012,9,26.6
1800,Lai Châu,2011,9,27.1
1801,Sơn La,2011,9,24.5
1802,Tuyên Quang,2011,9,27.0
1803,Hà Nội,2011,9,27.5
1804,Bãi Cháy,2011,9,27.1
1805,Nam Định,2011,9,27.1
1806,Vinh,2011,9,27.2
1807,Huế,2011,9,26.7
1808,Đà Nẵng,2011,9,26.9
1809,Qui Nhơn,2011,9,29.2
1810,Pleiku,2011,9,21.8
1811,Đà Lạt,2011,9,18.7
1812,Nha Trang,2011,9,28.7
1813,Vũng Tàu,2011,9,27.8
1814,Cà Mau,2011,9,27.2
1815,Lai Châu,2010,9,26.5
1816,Sơn La,2010,9,24.8
1817,Tuyên Quang,2010,9,28.1
1818,Hà Nội,2010,9,28.7
1819,Bãi Cháy,2010,9,27.8
1820,Nam Định,2010,9,28.2
1821,Vinh,2010,9,28.7
1822,Huế,2010,9,27.4
1823,Đà Nẵng,2010,9,27.7
1824,Qui Nhơn,2010,9,29.1
1825,Pleiku,2010,9,22.3
1826,Đà Lạt,2010,9,18.5
1827,Nha Trang,2010,9,28.3
1828,Vũng Tàu,2010,9,27.8
1829,Cà Mau,2010,9,27.0
1830,Lai Châu,2009,9,26.7
1831,Sơn La,2009,9,25.0
1832,Tuyên Quang,2009,9,28.1
1833,Hà Nội,2009,9,29.1
1834,Bãi Cháy,2009,9,28.2
1835,Nam Định,2009,9,28.2
1836,Vinh,2009,9,28.2
1837,Huế,2009,9,26.9
1838,Đà Nẵng,2009,9,27.5
1839,Qui Nhơn,2009,9,28.4
1840,Pleiku,2009,9,22.3
1841,Đà Lạt,2009,9,18.5
1842,Nha Trang,2009,9,28.2
1843,Vũng Tàu,2009,9,27.8
1844,Cà Mau,2009,9,27.0
1845,Lai Châu,2008,9,26.8
1846,Sơn La,2008,9,24.5
1847,Tuyên Quang,2008,9,27.9
1848,Hà Nội,2008,9,28.3
1849,Bãi Cháy,2008,9,27.7
1850,Nam Định,2008,9,27.5
1851,Vinh,2008,9,27.9
1852,Huế,2008,9,27.0
1853,Đà Nẵng,2008,9,27.8
1854,Qui Nhơn,2008,9,28.4
1855,Pleiku,2008,9,22.4
1856,Đà Lạt,2008,9,18.6
1857,Nha Trang,2008,9,28.1
1858,Vũng Tàu,2008,9,27.8
1859,Cà Mau,2008,9,27.0
1860,Lai Châu,2007,9,25.6
1861,Sơn La,2007,9,23.6
1862,Tuyên Quang,2007,9,26.6
1863,Hà Nội,2007,9,27.2
1864,Bãi Cháy,2007,9,26.8
1865,Nam Định,2007,9,26.9
1866,Vinh,2007,9,27.4
1867,Huế,2007,9,26.7
1868,Đà Nẵng,2007,9,27.8
1869,Qui Nhơn,2007,9,28.9
1870,Pleiku,2007,9,22.9
1871,Đà Lạt,2007,9,18.9
1872,Nha Trang,2007,9,27.9
1873,Vũng Tàu,2007,9,28.0
1874,Cà Mau,2007,9,27.5
1875,Lai Châu,2006,9,25.3
1876,Sơn La,2006,9,23.7
1877,Tuyên Quang,2006,9,27.0
1878,Hà Nội,2006,9,28.2
1879,Bãi Cháy,2006,9,27.2
1880,Nam Định,2006,9,27.7
1881,Vinh,2006,9,27.3
1882,Huế,2006,9,26.5
1883,Đà Nẵng,2006,9,27.3
1884,Qui Nhơn,2006,9,28.2
1885,Pleiku,2006,9,22.7
1886,Đà Lạt,2006,9,18.8
1887,Nha Trang,2006,9,27.9
1888,Vũng Tàu,2006,9,28.0
1889,Cà Mau,2006,9,27.1
1890,Lai Châu,2019,10,21.0
1891,Sơn La,2019,10,22.8
1892,Tuyên Quang,2019,10,25.6
1893,Hà Nội,2019,10,26.7
1894,Bãi Cháy,2019,10,25.9
1895,Nam Định,2019,10,25.8
1896,Vinh,2019,10,26.2
1897,Huế,2019,10,26.0
1898,Đà Nẵng,2019,10,27.1
1899,Qui Nhơn,2019,10,27.7
1900,Pleiku,2019,10,22.9
1901,Đà Lạt,2019,10,18.5
1902,Nha Trang,2019,10,27.7
1903,Vũng Tàu,2019,10,29.0
1904,Cà Mau,2019,10,27.9
1905,Lai Châu,2018,10,20.8
1906,Sơn La,2018,10,22.6
1907,Tuyên Quang,2018,10,24.9
1908,Hà Nội,2018,10,26.1
1909,Bãi Cháy,2018,10,25.5
1910,Nam Định,2018,10,25.5
1911,Vinh,2018,10,25.8
1912,Huế,2018,10,25.6
1913,Đà Nẵng,2018,10,27.0
1914,Qui Nhơn,2018,10,27.5
1915,Pleiku,2018,10,22.8
1916,Đà Lạt,2018,10,18.5
1917,Nha Trang,2018,10,27.6
1918,Vũng Tàu,2018,10,28.2
1919,Cà Mau,2018,10,28.1
1920,Lai Châu,2017,10,21.0
1921,Sơn La,2017,10,22.0
1922,Tuyên Quang,2017,10,25.0
1923,Hà Nội,2017,10,26.0
1924,Bãi Cháy,2017,10,25.0
1925,Nam Định,2017,10,25.1
1926,Vinh,2017,10,25.3
1927,Huế,2017,10,25.2
1928,Đà Nẵng,2017,10,26.7
1929,Qui Nhơn,2017,10,27.7
1930,Pleiku,2017,10,22.9
1931,Đà Lạt,2017,10,18.8
1932,Nha Trang,2017,10,27.6
1933,Vũng Tàu,2017,10,27.9
1934,Cà Mau,2017,10,27.5
1935,Lai Châu,2016,10,22.6
1936,Sơn La,2016,10,24.1
1937,Tuyên Quang,2016,10,27.1
1938,Hà Nội,2016,10,28.1
1939,Bãi Cháy,2016,10,26.9
1940,Nam Định,2016,10,27.1
1941,Vinh,2016,10,26.5
1942,Huế,2016,10,26.6
1943,Đà Nẵng,2016,10,27.5
1944,Qui Nhơn,2016,10,28.1
1945,Pleiku,2016,10,23.3
1946,Đà Lạt,2016,10,19.0
1947,Nha Trang,2016,10,27.3
1948,Vũng Tàu,2016,10,27.4
1949,Cà Mau,2016,10,27.0
1950,Lai Châu,2015,10,20.9
1951,Sơn La,2015,10,22.7
1952,Tuyên Quang,2015,10,25.9
1953,Hà Nội,2015,10,27.2
1954,Bãi Cháy,2015,10,25.8
1955,Nam Định,2015,10,26.3
1956,Vinh,2015,10,26.0
1957,Huế,2015,10,25.1
1958,Đà Nẵng,2015,10,26.6
1959,Qui Nhơn,2015,10,28.1
1960,Pleiku,2015,10,23.2
1961,Đà Lạt,2015,10,18.7
1962,Nha Trang,2015,10,28.0
1963,Vũng Tàu,2015,10,28.4
1964,Cà Mau,2015,10,28.3
1965,Lai Châu,2014,10,20.2
1966,Sơn La,2014,10,22.0
1967,Tuyên Quang,2014,10,25.5
1968,Hà Nội,2014,10,27.0
1969,Bãi Cháy,2014,10,26.2
1970,Nam Định,2014,10,26.3
1971,Vinh,2014,10,25.6
1972,Huế,2014,10,25.2
1973,Đà Nẵng,2014,10,26.4
1974,Qui Nhơn,2014,10,27.1
1975,Pleiku,2014,10,22.8
1976,Đà Lạt,2014,10,18.4
1977,Nha Trang,2014,10,27.4
1978,Vũng Tàu,2014,10,28.1
1979,Cà Mau,2014,10,27.5
1980,Lai Châu,2013,10,19.7
1981,Sơn La,2013,10,21.1
1982,Tuyên Quang,2013,10,24.1
1983,Hà Nội,2013,10,25.6
1984,Bãi Cháy,2013,10,25.1
1985,Nam Định,2013,10,25.0
1986,Vinh,2013,10,24.8
1987,Huế,2013,10,24.6
1988,Đà Nẵng,2013,10,26.0
1989,Qui Nhơn,2013,10,26.7
1990,Pleiku,2013,10,22.0
1991,Đà Lạt,2013,10,18.1
1992,Nha Trang,2013,10,26.9
1993,Vũng Tàu,2013,10,27.8
1994,Cà Mau,2013,10,27.5
1995,Lai Châu,2012,10,21.2
1996,Sơn La,2012,10,22.8
1997,Tuyên Quang,2012,10,25.6
1998,Hà Nội,2012,10,26.8
1999,Bãi Cháy,2012,10,25.6
2000,Nam Định,2012,10,26.1
2001,Vinh,2012,10,26.1
2002,Huế,2012,10,25.4
2003,Đà Nẵng,2012,10,26.3
2004,Qui Nhơn,2012,10,27.4
2005,Pleiku,2012,10,22.4
2006,Đà Lạt,2012,10,18.5
2007,Nha Trang,2012,10,27.2
2008,Vũng Tàu,2012,10,28.0
2009,Cà Mau,2012,10,27.8
2010,Lai Châu,2011,10,24.9
2011,Sơn La,2011,10,21.7
2012,Tuyên Quang,2011,10,23.9
2013,Hà Nội,2011,10,24.5
2014,Bãi Cháy,2011,10,24.0
2015,Nam Định,2011,10,23.9
2016,Vinh,2011,10,23.9
2017,Huế,2011,10,24.6
2018,Đà Nẵng,2011,10,25.6
2019,Qui Nhơn,2011,10,27.0
2020,Pleiku,2011,10,21.8
2021,Đà Lạt,2011,10,18.5
2022,Nha Trang,2011,10,26.9
2023,Vũng Tàu,2011,10,27.8
2024,Cà Mau,2011,10,28.1
2025,Lai Châu,2010,10,24.4
2026,Sơn La,2010,10,21.7
2027,Tuyên Quang,2010,10,25.9
2028,Hà Nội,2010,10,25.7
2029,Bãi Cháy,2010,10,25.1
2030,Nam Định,2010,10,24.9
2031,Vinh,2010,10,24.4
2032,Huế,2010,10,24.8
2033,Đà Nẵng,2010,10,25.9
2034,Qui Nhơn,2010,10,26.9
2035,Pleiku,2010,10,22.1
2036,Đà Lạt,2010,10,18.3
2037,Nha Trang,2010,10,26.7
2038,Vũng Tàu,2010,10,27.4
2039,Cà Mau,2010,10,27.5
2040,Lai Châu,2009,10,25.3
2041,Sơn La,2009,10,23.3
2042,Tuyên Quang,2009,10,25.9
2043,Hà Nội,2009,10,26.8
2044,Bãi Cháy,2009,10,25.9
2045,Nam Định,2009,10,26.3
2046,Vinh,2009,10,26.1
2047,Huế,2009,10,25.6
2048,Đà Nẵng,2009,10,26.7
2049,Qui Nhơn,2009,10,27.2
2050,Pleiku,2009,10,22.1
2051,Đà Lạt,2009,10,18.3
2052,Nha Trang,2009,10,27.2
2053,Vũng Tàu,2009,10,27.5
2054,Cà Mau,2009,10,27.5
2055,Lai Châu,2008,10,25.2
2056,Sơn La,2008,10,22.3
2057,Tuyên Quang,2008,10,25.9
2058,Hà Nội,2008,10,26.5
2059,Bãi Cháy,2008,10,26.6
2060,Nam Định,2008,10,26.0
2061,Vinh,2008,10,25.7
2062,Huế,2008,10,25.5
2063,Đà Nẵng,2008,10,26.3
2064,Qui Nhơn,2008,10,27.2
2065,Pleiku,2008,10,22.4
2066,Đà Lạt,2008,10,18.7
2067,Nha Trang,2008,10,27.5
2068,Vũng Tàu,2008,10,28.4
2069,Cà Mau,2008,10,27.2
2070,Lai Châu,2007,10,24.4
2071,Sơn La,2007,10,21.5
2072,Tuyên Quang,2007,10,25.0
2073,Hà Nội,2007,10,25.8
2074,Bãi Cháy,2007,10,25.4
2075,Nam Định,2007,10,25.3
2076,Vinh,2007,10,25.0
2077,Huế,2007,10,24.7
2078,Đà Nẵng,2007,10,26.0
2079,Qui Nhơn,2007,10,27.1
2080,Pleiku,2007,10,21.7
2081,Đà Lạt,2007,10,18.0
2082,Nha Trang,2007,10,26.7
2083,Vũng Tàu,2007,10,27.9
2084,Cà Mau,2007,10,27.1
2085,Lai Châu,2006,10,24.7
2086,Sơn La,2006,10,23.1
2087,Tuyên Quang,2006,10,26.3
2088,Hà Nội,2006,10,27.4
2089,Bãi Cháy,2006,10,26.5
2090,Nam Định,2006,10,26.8
2091,Vinh,2006,10,26.2
2092,Huế,2006,10,26.1
2093,Đà Nẵng,2006,10,26.7
2094,Qui Nhơn,2006,10,27.5
2095,Pleiku,2006,10,22.1
2096,Đà Lạt,2006,10,18.2
2097,Nha Trang,2006,10,27.0
2098,Vũng Tàu,2006,10,27.8
2099,Cà Mau,2006,10,27.5
2100,Lai Châu,2019,11,18.6
2101,Sơn La,2019,11,19.7
2102,Tuyên Quang,2019,11,22.2
2103,Hà Nội,2019,11,23.5
2104,Bãi Cháy,2019,11,22.7
2105,Nam Định,2019,11,22.8
2106,Vinh,2019,11,22.7
2107,Huế,2019,11,23.8
2108,Đà Nẵng,2019,11,25.3
2109,Qui Nhơn,2019,11,26.0
2110,Pleiku,2019,11,21.2
2111,Đà Lạt,2019,11,17.5
2112,Nha Trang,2019,11,26.1
2113,Vũng Tàu,2019,11,27.4
2114,Cà Mau,2019,11,27.8
2115,Lai Châu,2018,11,18.7
2116,Sơn La,2018,11,20.1
2117,Tuyên Quang,2018,11,22.9
2118,Hà Nội,2018,11,24.2
2119,Bãi Cháy,2018,11,23.4
2120,Nam Định,2018,11,23.6
2121,Vinh,2018,11,23.9
2122,Huế,2018,11,24.1
2123,Đà Nẵng,2018,11,25.8
2124,Qui Nhơn,2018,11,26.6
2125,Pleiku,2018,11,22.5
2126,Đà Lạt,2018,11,17.9
2127,Nha Trang,2018,11,26.4
2128,Vũng Tàu,2018,11,27.8
2129,Cà Mau,2018,11,28.1
2130,Lai Châu,2017,11,17.0
2131,Sơn La,2017,11,18.5
2132,Tuyên Quang,2017,11,21.7
2133,Hà Nội,2017,11,22.7
2134,Bãi Cháy,2017,11,21.5
2135,Nam Định,2017,11,21.8
2136,Vinh,2017,11,22.0
2137,Huế,2017,11,22.8
2138,Đà Nẵng,2017,11,24.9
2139,Qui Nhơn,2017,11,26.2
2140,Pleiku,2017,11,22.5
2141,Đà Lạt,2017,11,18.5
2142,Nha Trang,2017,11,26.8
2143,Vũng Tàu,2017,11,27.7
2144,Cà Mau,2017,11,27.7
2145,Lai Châu,2016,11,18.0
2146,Sơn La,2016,11,20.0
2147,Tuyên Quang,2016,11,22.0
2148,Hà Nội,2016,11,23.3
2149,Bãi Cháy,2016,11,22.4
2150,Nam Định,2016,11,22.8
2151,Vinh,2016,11,22.9
2152,Huế,2016,11,24.6
2153,Đà Nẵng,2016,11,25.8
2154,Qui Nhơn,2016,11,26.5
2155,Pleiku,2016,11,22.7
2156,Đà Lạt,2016,11,18.7
2157,Nha Trang,2016,11,27.0
2158,Vũng Tàu,2016,11,28.0
2159,Cà Mau,2016,11,27.9
2160,Lai Châu,2015,11,18.9
2161,Sơn La,2015,11,21.3
2162,Tuyên Quang,2015,11,23.6
2163,Hà Nội,2015,11,24.6
2164,Bãi Cháy,2015,11,24.2
2165,Nam Định,2015,11,24.4
2166,Vinh,2015,11,24.9
2167,Huế,2015,11,25.4
2168,Đà Nẵng,2015,11,26.7
2169,Qui Nhơn,2015,11,27.2
2170,Pleiku,2015,11,22.9
2171,Đà Lạt,2015,11,18.4
2172,Nha Trang,2015,11,26.8
2173,Vũng Tàu,2015,11,28.8
2174,Cà Mau,2015,11,28.0
2175,Lai Châu,2014,11,17.5
2176,Sơn La,2014,11,19.8
2177,Tuyên Quang,2014,11,22.2
2178,Hà Nội,2014,11,22.9
2179,Bãi Cháy,2014,11,22.6
2180,Nam Định,2014,11,22.7
2181,Vinh,2014,11,23.7
2182,Huế,2014,11,24.6
2183,Đà Nẵng,2014,11,25.9
2184,Qui Nhơn,2014,11,26.9
2185,Pleiku,2014,11,22.2
2186,Đà Lạt,2014,11,18.1
2187,Nha Trang,2014,11,26.6
2188,Vũng Tàu,2014,11,28.3
2189,Cà Mau,2014,11,27.6
2190,Lai Châu,2013,11,18.3
2191,Sơn La,2013,11,19.6
2192,Tuyên Quang,2013,11,22.1
2193,Hà Nội,2013,11,22.8
2194,Bãi Cháy,2013,11,22.1
2195,Nam Định,2013,11,22.1
2196,Vinh,2013,11,22.1
2197,Huế,2013,11,23.6
2198,Đà Nẵng,2013,11,25.2
2199,Qui Nhơn,2013,11,26.3
2200,Pleiku,2013,11,21.9
2201,Đà Lạt,2013,11,17.8
2202,Nha Trang,2013,11,26.3
2203,Vũng Tàu,2013,11,27.6
2204,Cà Mau,2013,11,27.6
2205,Lai Châu,2012,11,19.2
2206,Sơn La,2012,11,20.6
2207,Tuyên Quang,2012,11,22.3
2208,Hà Nội,2012,11,23.4
2209,Bãi Cháy,2012,11,22.7
2210,Nam Định,2012,11,23.1
2211,Vinh,2012,11,24.2
2212,Huế,2012,11,25.0
2213,Đà Nẵng,2012,11,26.0
2214,Qui Nhơn,2012,11,27.1
2215,Pleiku,2012,11,23.0
2216,Đà Lạt,2012,11,18.5
2217,Nha Trang,2012,11,27.1
2218,Vũng Tàu,2012,11,28.3
2219,Cà Mau,2012,11,27.8
2220,Lai Châu,2011,11,21.1
2221,Sơn La,2011,11,18.7
2222,Tuyên Quang,2011,11,22.2
2223,Hà Nội,2011,11,23.9
2224,Bãi Cháy,2011,11,23.2
2225,Nam Định,2011,11,23.3
2226,Vinh,2011,11,23.3
2227,Huế,2011,11,23.6
2228,Đà Nẵng,2011,11,24.6
2229,Qui Nhơn,2011,11,26.2
2230,Pleiku,2011,11,21.5
2231,Đà Lạt,2011,11,18.2
2232,Nha Trang,2011,11,26.4
2233,Vũng Tàu,2011,11,27.7
2234,Cà Mau,2011,11,27.5
